,Name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,mileage,engine,max_power,torque,seats
3658,Hyundai Xcent 1.2 Kappa SX Option,2015,450000,20000,Petrol,Individual,Manual,First Owner,19.0,1197.0,82.0,114.0,5.0
3659,Jaguar XF 2.2 Litre Luxury,2015,3000000,70000,Diesel,Individual,Automatic,Second Owner,16.0,2179.0,187.0,450.0,5.0
3660,Jaguar XF Diesel,2015,2500000,13500,Diesel,Dealer,Automatic,First Owner,14.0,2993.0,270.0,600.0,5.0
3661,Mahindra Bolero 2011-2019 Plus - AC BSIII,2015,650000,120000,Diesel,Individual,Manual,First Owner,15.0,2523.0,63.0,180.0,9.0
3662,Mahindra Bolero 2011-2019 Plus AC,2015,459999,156975,Diesel,Individual,Manual,First Owner,15.0,2523.0,62.0,195.0,9.0
3663,Mahindra Bolero 2011-2019 SLE,2015,375000,80000,Diesel,Individual,Manual,First Owner,15.0,2523.0,62.0,195.0,7.0
3664,Mahindra Bolero 2011-2019 SLE,2015,610000,40000,Diesel,Individual,Manual,Second Owner,15.0,2523.0,62.0,195.0,7.0
3665,Mahindra Bolero 2011-2019 SLE,2015,375000,80000,Diesel,Individual,Manual,First Owner,15.0,2523.0,62.0,195.0,7.0
3666,Mahindra Bolero 2011-2019 SLE BSIII,2015,509999,65000,Diesel,Individual,Manual,First Owner,15.0,2523.0,62.0,195.0,7.0
3667,Mahindra Bolero 2011-2019 SLE BSIII,2015,515000,60000,Diesel,Individual,Manual,First Owner,15.0,2523.0,62.0,195.0,7.0
3668,Mahindra Bolero 2011-2019 SLX,2015,585000,50000,Diesel,Individual,Manual,First Owner,15.0,2523.0,62.0,195.0,7.0
3669,Mahindra Bolero 2011-2019 SLX,2015,550000,30000,Diesel,Individual,Manual,First Owner,15.0,2523.0,62.0,195.0,7.0
3670,Mahindra Bolero 2011-2019 SLX,2015,550000,80000,Diesel,Individual,Manual,Second Owner,15.0,2523.0,62.0,195.0,7.0
3671,Mahindra Bolero 2011-2019 Special Edition,2015,600000,40000,Diesel,Individual,Manual,First Owner,15.0,2523.0,62.0,195.0,7.0
3672,Mahindra Bolero 2011-2019 ZLX,2015,600000,80000,Diesel,Individual,Manual,First Owner,15.0,2523.0,62.0,195.0,7.0
3673,Mahindra Bolero 2011-2019 ZLX,2015,600000,80000,Diesel,Individual,Manual,First Owner,15.0,2523.0,62.0,195.0,7.0
3674,Mahindra Bolero 2011-2019 ZLX,2015,540000,110000,Diesel,Individual,Manual,Second Owner,15.0,2523.0,62.0,195.0,7.0
3675,Mahindra Bolero B4,2015,445000,40200,Diesel,Dealer,Manual,First Owner,21.0,1498.0,74.0,210.0,7.0
3676,Mahindra Bolero B4,2015,445000,40200,Diesel,Dealer,Manual,First Owner,21.0,1498.0,74.0,210.0,7.0
3677,Mahindra Bolero B4,2015,445000,62000,Diesel,Dealer,Manual,First Owner,21.0,1498.0,74.0,210.0,7.0
3678,Mahindra Bolero B4,2015,445000,40200,Diesel,Dealer,Manual,First Owner,21.0,1498.0,74.0,210.0,7.0
3679,Mahindra Bolero B4,2015,445000,62000,Diesel,Dealer,Manual,First Owner,21.0,1498.0,74.0,210.0,7.0
3680,Mahindra Bolero Power Plus Plus AC BSIV PS,2015,475000,128000,Diesel,Individual,Manual,Third Owner,15.0,2523.0,63.0,180.0,9.0
3681,Mahindra Bolero Power Plus Plus Non AC BSIV PS,2015,484999,100000,Diesel,Individual,Manual,First Owner,15.0,2523.0,63.0,180.0,9.0
3682,Mahindra Scorpio 1.99 S10,2015,950000,120000,Diesel,Individual,Manual,Third Owner,15.0,1997.0,120.0,280.0,7.0
3683,Mahindra Scorpio 1.99 S4,2015,1000000,35000,Diesel,Individual,Manual,First Owner,15.0,1997.0,120.0,280.0,7.0
3684,Mahindra Scorpio 1.99 S4,2015,800000,70000,Diesel,Individual,Manual,First Owner,15.0,1997.0,120.0,280.0,7.0
3685,Mahindra Scorpio 1.99 S4,2015,800000,70000,Diesel,Individual,Manual,First Owner,15.0,1997.0,120.0,280.0,7.0
3686,Mahindra Scorpio 1.99 S4 Plus,2015,650000,150000,Diesel,Individual,Manual,First Owner,15.0,1997.0,120.0,280.0,7.0
3687,Mahindra Scorpio 1.99 S6 Plus,2015,670000,57000,Diesel,Individual,Manual,Second Owner,15.0,1997.0,120.0,280.0,7.0
3688,Mahindra Scorpio 1.99 S6 Plus,2015,825000,60000,Diesel,Individual,Manual,First Owner,15.0,1997.0,120.0,280.0,7.0
3689,Mahindra Scorpio 1.99 S6 Plus,2015,630000,60000,Diesel,Individual,Manual,First Owner,15.0,1997.0,120.0,280.0,7.0
3690,Mahindra Scorpio 1.99 S6 Plus,2015,800000,70000,Diesel,Individual,Manual,First Owner,15.0,1997.0,120.0,280.0,7.0
3691,Mahindra Scorpio 1.99 S6 Plus,2015,875000,70000,Diesel,Individual,Manual,First Owner,15.0,1997.0,120.0,280.0,7.0
3692,Mahindra Scorpio S10 4WD,2015,950000,80000,Diesel,Individual,Manual,Second Owner,15.0,2179.0,120.0,280.0,7.0
3693,Mahindra Scorpio S10 7 Seater,2015,885000,170000,Diesel,Individual,Manual,First Owner,15.0,2179.0,120.0,280.0,7.0
3694,Mahindra Scorpio S10 7 Seater,2015,1050000,90000,Diesel,Individual,Manual,First Owner,15.0,2179.0,120.0,280.0,7.0
3695,Mahindra Scorpio S10 7 Seater,2015,1125000,70000,Diesel,Individual,Manual,First Owner,15.0,2179.0,120.0,280.0,7.0
3696,Mahindra Scorpio S10 7 Seater,2015,1100000,52269,Diesel,Individual,Manual,First Owner,15.0,2179.0,120.0,280.0,7.0
3697,Mahindra Scorpio S10 7 Seater,2015,1100000,70000,Diesel,Individual,Manual,First Owner,15.0,2179.0,120.0,280.0,7.0
3698,Mahindra Scorpio S10 7 Seater,2015,900000,70000,Diesel,Individual,Manual,Third Owner,15.0,2179.0,120.0,280.0,7.0
3699,Mahindra Scorpio S10 7 Seater,2015,950000,75262,Diesel,Individual,Manual,First Owner,15.0,2179.0,120.0,280.0,7.0
3700,Mahindra Scorpio S10 7 Seater,2015,1050000,80000,Diesel,Individual,Manual,Second Owner,15.0,2179.0,120.0,280.0,7.0
3701,Mahindra Scorpio S10 7 Seater,2015,1000000,133000,Diesel,Individual,Manual,Second Owner,15.0,2179.0,120.0,280.0,7.0
3702,Mahindra Scorpio S2 7 Seater,2015,680000,90000,Diesel,Individual,Manual,First Owner,15.0,2523.0,75.0,200.0,7.0
3703,Mahindra Scorpio S2 9 Seater,2015,650000,110000,Diesel,Individual,Manual,Second Owner,15.0,2523.0,75.0,200.0,9.0
3704,Mahindra Scorpio S2 9 Seater,2015,720000,80000,Diesel,Individual,Manual,First Owner,15.0,2523.0,75.0,200.0,9.0
3705,Mahindra Scorpio S2 9 Seater,2015,720000,90000,Diesel,Individual,Manual,First Owner,15.0,2523.0,75.0,200.0,9.0
3706,Mahindra Scorpio S4 Plus 4WD,2015,715000,70000,Diesel,Individual,Manual,First Owner,15.0,2179.0,120.0,280.0,7.0
3707,Mahindra Thar 4X4,2015,585000,50000,Diesel,Individual,Manual,First Owner,16.0,2498.0,105.0,247.0,7.0
3708,Mahindra Thar DI 4X4 PS,2015,750000,16000,Diesel,Individual,Manual,First Owner,18.0,2523.0,63.0,182.0,7.0
3709,Mahindra TUV 300 T6 Plus,2015,600000,80000,Diesel,Individual,Manual,First Owner,18.0,1493.0,100.0,240.0,7.0
3710,Mahindra TUV 300 T6 Plus AMT,2015,620000,40000,Diesel,Individual,Automatic,First Owner,18.0,1493.0,100.0,240.0,7.0
3711,Mahindra TUV 300 T8,2015,634000,165000,Diesel,Individual,Manual,First Owner,18.0,1493.0,100.0,240.0,7.0
3712,Mahindra TUV 300 T8,2015,730000,100000,Diesel,Individual,Manual,First Owner,18.0,1493.0,100.0,240.0,7.0
3713,Mahindra TUV 300 T8,2015,590000,40000,Diesel,Individual,Manual,Second Owner,18.0,1493.0,100.0,240.0,7.0
3714,Mahindra TUV 300 T8,2015,700000,58945,Diesel,Individual,Manual,First Owner,18.0,1493.0,100.0,240.0,7.0
3715,Mahindra TUV 300 T8,2015,430000,110000,Diesel,Individual,Manual,Second Owner,18.0,1493.0,100.0,240.0,7.0
3716,Mahindra TUV 300 T8,2015,500000,120000,Diesel,Individual,Manual,First Owner,18.0,1493.0,100.0,240.0,7.0
3717,Mahindra TUV 300 T8 AMT,2015,775000,45000,Diesel,Individual,Automatic,First Owner,18.0,1493.0,100.0,230.0,7.0
3718,Mahindra TUV 300 T8 AMT,2015,700000,40000,Diesel,Individual,Automatic,First Owner,18.0,1493.0,100.0,230.0,7.0
3719,Mahindra Verito 1.5 D4 BSIV,2015,380000,120000,Diesel,Individual,Manual,Second Owner,21.0,1461.0,65.0,160.0,5.0
3720,Mahindra XUV500 AT W10 FWD,2015,1200000,50000,Diesel,Individual,Automatic,Second Owner,16.0,2179.0,140.0,330.0,7.0
3721,Mahindra XUV500 AT W10 FWD,2015,900000,100000,Diesel,Individual,Automatic,Second Owner,16.0,2179.0,140.0,330.0,7.0
3722,Mahindra XUV500 AT W10 FWD,2015,1100000,77000,Diesel,Individual,Automatic,Second Owner,16.0,2179.0,140.0,330.0,7.0
3723,Mahindra XUV500 AT W10 FWD,2015,1100000,70000,Diesel,Individual,Automatic,First Owner,16.0,2179.0,140.0,330.0,7.0
3724,Mahindra XUV500 AT W8 FWD,2015,1044999,70000,Diesel,Individual,Automatic,First Owner,16.0,2179.0,140.0,330.0,7.0
3725,Mahindra XUV500 W10 2WD,2015,1100000,110000,Diesel,Individual,Manual,First Owner,16.0,2179.0,140.0,330.0,7.0
3726,Mahindra XUV500 W10 2WD,2015,950000,188000,Diesel,Individual,Manual,First Owner,16.0,2179.0,140.0,330.0,7.0
3727,Mahindra XUV500 W10 2WD,2015,919999,140000,Diesel,Individual,Manual,First Owner,16.0,2179.0,140.0,330.0,7.0
3728,Mahindra XUV500 W10 2WD,2015,1225000,39000,Diesel,Dealer,Manual,First Owner,16.0,2179.0,140.0,330.0,7.0
3729,Mahindra XUV500 W10 2WD,2015,1000000,24700,Diesel,Individual,Manual,First Owner,16.0,2179.0,140.0,330.0,7.0
3730,Mahindra XUV500 W10 2WD,2015,1225000,39000,Diesel,Dealer,Manual,First Owner,16.0,2179.0,140.0,330.0,7.0
3731,Mahindra XUV500 W10 2WD,2015,1000000,24700,Diesel,Individual,Manual,First Owner,16.0,2179.0,140.0,330.0,7.0
3732,Mahindra XUV500 W10 2WD,2015,850000,140000,Diesel,Individual,Manual,First Owner,16.0,2179.0,140.0,330.0,7.0
3733,Mahindra XUV500 W10 2WD,2015,975000,100000,Diesel,Individual,Manual,First Owner,16.0,2179.0,140.0,330.0,7.0
3734,Mahindra XUV500 W10 2WD,2015,1147000,56975,Diesel,Individual,Manual,First Owner,16.0,2179.0,140.0,330.0,7.0
3735,Mahindra XUV500 W4,2015,650000,125000,Diesel,Individual,Manual,First Owner,15.0,2179.0,140.0,330.0,7.0
3736,Mahindra XUV500 W6 2WD,2015,850000,90000,Diesel,Individual,Manual,First Owner,15.0,2179.0,140.0,330.0,7.0
3737,Mahindra XUV500 W6 2WD,2015,1050000,28000,Diesel,Individual,Manual,Second Owner,15.0,2179.0,140.0,330.0,7.0
3738,Mahindra XUV500 W6 2WD,2015,1200000,10000,Diesel,Individual,Manual,First Owner,15.0,2179.0,140.0,330.0,7.0
3739,Mahindra XUV500 W6 2WD,2015,819999,90000,Diesel,Individual,Manual,First Owner,16.0,2179.0,140.0,330.0,7.0
3740,Mahindra XUV500 W6 2WD,2015,800000,140000,Diesel,Individual,Manual,First Owner,15.0,2179.0,140.0,330.0,7.0
3741,Mahindra XUV500 W6 2WD,2015,944999,41000,Diesel,Individual,Manual,First Owner,15.0,2179.0,140.0,330.0,7.0
3742,Mahindra XUV500 W8 2WD,2015,850000,64800,Diesel,Individual,Manual,First Owner,15.0,2179.0,140.0,330.0,7.0
3743,Mahindra XUV500 W8 4WD,2015,1050000,120000,Diesel,Individual,Manual,Second Owner,15.0,2179.0,140.0,330.0,7.0
3744,Mahindra XUV500 W8 4WD,2015,850000,173000,Diesel,Individual,Manual,First Owner,16.0,2179.0,140.0,330.0,7.0
3745,Mahindra XUV500 W8 AWD,2015,1050000,65000,Diesel,Individual,Manual,First Owner,15.0,2179.0,140.0,330.0,7.0
3746,Mahindra Xylo D2 BS III,2015,400000,110000,Diesel,Individual,Manual,First Owner,14.0,2489.0,93.0,218.0,7.0
3747,Mahindra Xylo D2 Maxx,2015,650000,50000,Diesel,Individual,Manual,First Owner,14.0,2489.0,93.0,218.0,9.0
3748,Mahindra Xylo H9,2015,575000,110000,Diesel,Individual,Manual,Second Owner,14.0,2179.0,118.0,280.0,8.0
3749,Maruti Alto 800 Base,2015,210000,50000,Petrol,Individual,Manual,Second Owner,22.0,796.0,47.0,69.0,5.0
3750,Maruti Alto 800 Base,2015,170000,20000,Petrol,Individual,Manual,Third Owner,22.0,796.0,47.0,69.0,5.0
3751,Maruti Alto 800 LX,2015,280000,28000,Petrol,Individual,Manual,Second Owner,22.0,796.0,47.0,69.0,5.0
3752,Maruti Alto 800 LXI,2015,245000,40000,Petrol,Individual,Manual,First Owner,22.0,796.0,47.0,69.0,5.0
3753,Maruti Alto 800 LXI,2015,236000,60000,Petrol,Individual,Manual,First Owner,22.0,796.0,47.0,69.0,5.0
3754,Maruti Alto 800 LXI,2015,241000,15000,Petrol,Individual,Manual,First Owner,22.0,796.0,47.0,69.0,5.0
3755,Maruti Alto 800 LXI,2015,235000,20000,Petrol,Individual,Manual,First Owner,22.0,796.0,47.0,69.0,5.0
3756,Maruti Alto 800 LXI,2015,220000,40000,Petrol,Individual,Manual,Second Owner,22.0,796.0,47.0,69.0,5.0
3757,Maruti Alto 800 LXI,2015,270000,49900,Petrol,Individual,Manual,Second Owner,22.0,796.0,47.0,69.0,5.0
3758,Maruti Alto 800 LXI,2015,280000,80000,Petrol,Individual,Manual,First Owner,22.0,796.0,47.0,69.0,5.0
3759,Maruti Alto 800 LXI,2015,275000,16700,Petrol,Individual,Manual,First Owner,22.0,796.0,47.0,69.0,5.0
3760,Maruti Alto 800 LXI,2015,310000,18000,Petrol,Individual,Manual,First Owner,22.0,796.0,47.0,69.0,5.0
3761,Maruti Alto 800 LXI,2015,300000,50000,Petrol,Individual,Manual,First Owner,22.0,796.0,47.0,69.0,5.0
3762,Maruti Alto 800 LXI,2015,245000,40000,Petrol,Individual,Manual,First Owner,22.0,796.0,47.0,69.0,5.0
3763,Maruti Alto 800 LXI,2015,245000,36710,Petrol,Individual,Manual,Second Owner,22.0,796.0,47.0,69.0,5.0
3764,Maruti Alto 800 LXI,2015,250000,26500,Petrol,Individual,Manual,First Owner,22.0,796.0,47.0,69.0,5.0
3765,Maruti Alto 800 LXI,2015,270000,22000,Petrol,Individual,Manual,First Owner,22.0,796.0,47.0,69.0,5.0
3766,Maruti Alto 800 LXI,2015,260000,25000,Petrol,Individual,Manual,First Owner,22.0,796.0,47.0,69.0,5.0
3767,Maruti Alto 800 LXI Airbag,2015,250000,70000,Petrol,Individual,Manual,First Owner,22.0,796.0,47.0,69.0,5.0
3768,Maruti Alto 800 VXI,2015,270000,53000,Petrol,Individual,Manual,Second Owner,22.0,796.0,47.0,69.0,5.0
3769,Maruti Alto 800 VXI,2015,180000,35000,Petrol,Individual,Manual,Second Owner,22.0,796.0,47.0,69.0,5.0
3770,Maruti Alto 800 VXI,2015,270000,40000,Petrol,Individual,Manual,First Owner,22.0,796.0,47.0,69.0,5.0
3771,Maruti Alto 800 VXI BSIV,2015,265000,48000,Petrol,Dealer,Manual,First Owner,24.0,796.0,47.0,69.0,5.0
3772,Maruti Alto K10 LX,2015,300000,20000,Petrol,Individual,Manual,First Owner,23.0,998.0,67.0,90.0,5.0
3773,Maruti Alto K10 LXI,2015,265000,54000,Petrol,Individual,Manual,First Owner,23.0,998.0,67.0,90.0,5.0
3774,Maruti Alto K10 VXI,2015,250000,52000,Petrol,Individual,Manual,First Owner,23.0,998.0,67.0,90.0,5.0
3775,Maruti Alto K10 VXI,2015,285000,40000,Petrol,Individual,Manual,First Owner,23.0,998.0,67.0,90.0,5.0
3776,Maruti Alto K10 VXI,2015,315000,29000,Petrol,Individual,Manual,First Owner,23.0,998.0,67.0,90.0,5.0
3777,Maruti Alto K10 VXI,2015,320000,30000,Petrol,Individual,Manual,First Owner,23.0,998.0,67.0,90.0,5.0
3778,Maruti Alto K10 VXI,2015,240000,50000,Petrol,Individual,Manual,Second Owner,23.0,998.0,67.0,90.0,5.0
3779,Maruti Alto K10 VXI,2015,240000,80000,Petrol,Individual,Manual,Second Owner,23.0,998.0,67.0,90.0,5.0
3780,Maruti Alto K10 VXI,2015,300000,40000,Petrol,Individual,Manual,First Owner,23.0,998.0,67.0,90.0,5.0
3781,Maruti Alto K10 VXI,2015,290000,42000,Petrol,Individual,Manual,First Owner,23.0,998.0,67.0,90.0,5.0
3782,Maruti Alto K10 VXI,2015,265000,67000,Petrol,Individual,Manual,First Owner,23.0,998.0,67.0,90.0,5.0
3783,Maruti Alto K10 VXI,2015,300000,24000,Petrol,Individual,Manual,First Owner,23.0,998.0,67.0,90.0,5.0
3784,Maruti Alto K10 VXI AGS,2015,350000,38000,Petrol,Individual,Automatic,Second Owner,23.0,998.0,67.0,90.0,5.0
3785,Maruti Baleno Alpha 1.2,2015,650000,50000,Petrol,Individual,Manual,First Owner,21.0,1197.0,83.0,115.0,5.0
3786,Maruti Baleno Delta 1.2,2015,585000,33243,Petrol,Dealer,Manual,First Owner,21.0,1197.0,83.0,115.0,5.0
3787,Maruti Baleno Delta 1.3,2015,590000,110000,Diesel,Individual,Manual,First Owner,27.0,1248.0,74.0,190.0,5.0
3788,Maruti Baleno Sigma 1.3,2015,562000,60000,Diesel,Individual,Manual,First Owner,27.0,1248.0,74.0,190.0,5.0
3789,Maruti Baleno Zeta 1.3,2015,600000,70000,Diesel,Individual,Manual,Second Owner,27.0,1248.0,74.0,190.0,5.0
3790,Maruti Celerio LDi,2015,400000,95000,Diesel,Individual,Manual,First Owner,27.0,793.0,47.0,125.0,5.0
3791,Maruti Celerio VDi,2015,250000,100000,Diesel,Individual,Manual,Second Owner,27.0,793.0,47.0,125.0,5.0
3792,Maruti Celerio VXI,2015,360000,40000,Petrol,Individual,Manual,Second Owner,23.0,998.0,67.0,90.0,5.0
3793,Maruti Celerio VXI,2015,350000,25000,Petrol,Individual,Manual,First Owner,23.0,998.0,67.0,90.0,5.0
3794,Maruti Celerio VXI,2015,330000,70000,Petrol,Individual,Manual,Third Owner,23.0,998.0,67.0,90.0,5.0
3795,Maruti Celerio VXI,2015,290000,30000,Petrol,Individual,Manual,Second Owner,23.0,998.0,67.0,90.0,5.0
3796,Maruti Celerio VXI,2015,350000,29000,Petrol,Individual,Manual,First Owner,23.0,998.0,67.0,90.0,5.0
3797,Maruti Celerio VXI,2015,330000,84000,Petrol,Individual,Manual,Second Owner,23.0,998.0,67.0,90.0,5.0
3798,Maruti Celerio VXI AT,2015,411000,23999,Petrol,Dealer,Automatic,First Owner,23.0,998.0,67.0,90.0,5.0
3799,Maruti Celerio ZDi,2015,400000,25000,Diesel,Individual,Manual,First Owner,27.0,793.0,47.0,125.0,5.0
3800,Maruti Celerio ZDi,2015,340000,40000,Diesel,Individual,Manual,Second Owner,27.0,793.0,47.0,125.0,5.0
3801,Maruti Celerio ZXI,2015,400000,60000,Petrol,Individual,Manual,First Owner,23.0,998.0,67.0,90.0,5.0
3802,Maruti Celerio ZXI,2015,400000,30000,Petrol,Individual,Manual,First Owner,23.0,998.0,67.0,90.0,5.0
3803,Maruti Celerio ZXI,2015,400000,49907,Petrol,Dealer,Manual,First Owner,21.0,998.0,67.0,90.0,5.0
3804,Maruti Ciaz AT ZXi,2015,685000,30000,Petrol,Individual,Automatic,First Owner,19.0,1373.0,91.0,130.0,5.0
3805,Maruti Ciaz RS ZXi Plus,2015,550000,29434,Petrol,Individual,Manual,First Owner,20.0,1373.0,91.0,130.0,5.0
3806,Maruti Ciaz VDi Plus,2015,625000,90000,Diesel,Individual,Manual,First Owner,26.0,1248.0,88.0,200.0,5.0
3807,Maruti Ciaz VDi Plus,2015,600000,70000,Diesel,Individual,Manual,First Owner,26.0,1248.0,88.0,200.0,5.0
3808,Maruti Ciaz VDi Plus,2015,600000,50000,Diesel,Individual,Manual,First Owner,26.0,1248.0,88.0,200.0,5.0
3809,Maruti Ciaz VDi Plus SHVS,2015,650000,84000,Diesel,Individual,Manual,First Owner,28.0,1248.0,88.0,200.0,5.0
3810,Maruti Ciaz VDi Plus SHVS,2015,550000,50000,Diesel,Dealer,Manual,Second Owner,28.0,1248.0,88.0,200.0,5.0
3811,Maruti Ciaz VXi Plus,2015,650000,26000,Petrol,Individual,Manual,First Owner,20.0,1373.0,91.0,130.0,5.0
3812,Maruti Ciaz ZDi,2015,535000,40000,Diesel,Dealer,Manual,First Owner,26.0,1248.0,88.0,200.0,5.0
3813,Maruti Ciaz ZDi,2015,600000,120000,Diesel,Individual,Manual,Second Owner,26.0,1248.0,88.0,200.0,5.0
3814,Maruti Ciaz ZDi,2015,535000,40000,Diesel,Dealer,Manual,First Owner,26.0,1248.0,88.0,200.0,5.0
3815,Maruti Ciaz ZDi,2015,700000,60000,Diesel,Individual,Manual,First Owner,26.0,1248.0,88.0,200.0,5.0
3816,Maruti Ciaz ZDi,2015,730000,70000,Diesel,Individual,Manual,First Owner,26.0,1248.0,88.0,200.0,5.0
3817,Maruti Ciaz ZDi Plus,2015,600000,110000,Diesel,Individual,Manual,First Owner,26.0,1248.0,88.0,200.0,5.0
3818,Maruti Ciaz ZDi Plus,2015,600000,60000,Diesel,Individual,Manual,Third Owner,26.0,1248.0,88.0,200.0,5.0
3819,Maruti Ciaz ZDi Plus,2015,630000,70000,Diesel,Individual,Manual,First Owner,26.0,1248.0,88.0,200.0,5.0
3820,Maruti Ciaz ZDi Plus SHVS,2015,550000,40000,Diesel,Individual,Manual,Third Owner,28.0,1248.0,88.0,200.0,5.0
3821,Maruti Ciaz ZDi Plus SHVS,2015,630000,70000,Diesel,Individual,Manual,Second Owner,28.0,1248.0,88.0,200.0,5.0
3822,Maruti Ciaz ZXi Plus,2015,610000,33000,Petrol,Individual,Manual,First Owner,20.0,1373.0,91.0,130.0,5.0
3823,Maruti Ciaz ZXi Plus,2015,610000,33000,Petrol,Individual,Manual,First Owner,20.0,1373.0,91.0,130.0,5.0
3824,Maruti Eeco 5 Seater AC BSIV,2015,310000,72000,Petrol,Individual,Manual,First Owner,15.0,1196.0,73.0,101.0,5.0
3825,Maruti Eeco 5 Seater AC BSIV,2015,315000,120000,Petrol,Individual,Manual,Second Owner,15.0,1196.0,73.0,101.0,5.0
3826,Maruti Eeco 7 Seater Standard BSIV,2015,300000,35000,Petrol,Individual,Manual,Second Owner,15.0,1196.0,73.0,101.0,7.0
3827,Maruti Eeco 7 Seater Standard BSIV,2015,300000,19800,Petrol,Individual,Manual,First Owner,15.0,1196.0,73.0,101.0,7.0
3828,Maruti Eeco CNG 5 Seater AC BSIV,2015,380000,20000,CNG,Individual,Manual,First Owner,21.0,1196.0,61.0,85.0,5.0
3829,Maruti Ertiga LXI,2015,599000,70000,Petrol,Individual,Manual,First Owner,16.0,1373.0,93.0,130.0,7.0
3830,Maruti Ertiga SHVS VDI,2015,780000,40000,Diesel,Individual,Manual,First Owner,24.0,1248.0,88.0,200.0,7.0
3831,Maruti Ertiga VDI,2015,700000,110000,Diesel,Individual,Manual,Second Owner,20.0,1248.0,88.0,200.0,7.0
3832,Maruti Ertiga VDI,2015,580000,70000,Diesel,Individual,Manual,First Owner,20.0,1248.0,88.0,200.0,7.0
3833,Maruti Ertiga VDI,2015,640000,80000,Diesel,Individual,Manual,First Owner,20.0,1248.0,88.0,200.0,7.0
3834,Maruti Ertiga VDI,2015,750000,14000,Diesel,Individual,Manual,First Owner,20.0,1248.0,88.0,200.0,7.0
3835,Maruti Ertiga VDI,2015,700000,50000,Diesel,Individual,Manual,First Owner,20.0,1248.0,88.0,200.0,7.0
3836,Maruti Ertiga VDI,2015,650000,110000,Diesel,Individual,Manual,Third Owner,20.0,1248.0,88.0,200.0,7.0
3837,Maruti Ertiga VDI,2015,600000,90000,Diesel,Individual,Manual,Third Owner,20.0,1248.0,88.0,200.0,7.0
3838,Maruti Ertiga VDI,2015,575000,60000,Diesel,Dealer,Manual,First Owner,25.0,1248.0,88.0,200.0,7.0
3839,Maruti Ertiga VDI,2015,571000,68000,Diesel,Individual,Manual,Second Owner,20.0,1248.0,88.0,200.0,7.0
3840,Maruti Ertiga VDI,2015,650000,100000,Diesel,Individual,Manual,First Owner,20.0,1248.0,88.0,200.0,7.0
3841,Maruti Ertiga VDI,2015,650000,110000,Diesel,Individual,Manual,Third Owner,20.0,1248.0,88.0,200.0,7.0
3842,Maruti Ertiga VDI,2015,700000,120000,Diesel,Individual,Manual,Second Owner,20.0,1248.0,88.0,200.0,7.0
3843,Maruti Ertiga VDI,2015,580000,15000,Diesel,Individual,Manual,Second Owner,20.0,1248.0,88.0,200.0,7.0
3844,Maruti Ertiga VDI,2015,549000,90000,Diesel,Individual,Manual,First Owner,20.0,1248.0,88.0,200.0,7.0
3845,Maruti Ertiga VDI,2015,650000,70000,Diesel,Individual,Manual,First Owner,20.0,1248.0,88.0,200.0,7.0
3846,Maruti Ertiga VDI,2015,650000,70000,Diesel,Individual,Manual,First Owner,20.0,1248.0,88.0,200.0,7.0
3847,Maruti Ertiga VXI,2015,600000,40000,Petrol,Individual,Manual,Second Owner,16.0,1373.0,93.0,130.0,7.0
3848,Maruti Ertiga VXI,2015,423000,60000,Petrol,Individual,Manual,Second Owner,16.0,1373.0,93.0,130.0,7.0
3849,Maruti Ertiga VXI,2015,600000,90000,Petrol,Individual,Manual,First Owner,16.0,1373.0,93.0,130.0,7.0
3850,Maruti Ertiga ZDI,2015,650000,80000,Diesel,Individual,Manual,First Owner,20.0,1248.0,88.0,200.0,7.0
3851,Maruti Ertiga ZXI,2015,700000,35000,Petrol,Individual,Manual,First Owner,16.0,1373.0,93.0,130.0,7.0
3852,Maruti Ertiga ZXI,2015,700000,35000,Petrol,Individual,Manual,First Owner,16.0,1373.0,93.0,130.0,7.0
3853,Maruti Ertiga ZXI,2015,570000,80000,Petrol,Individual,Manual,First Owner,16.0,1373.0,93.0,130.0,7.0
3854,Maruti Ertiga ZXI,2015,650000,60000,Petrol,Individual,Manual,First Owner,16.0,1373.0,93.0,130.0,7.0
3855,Maruti Omni MPI STD BSIV,2015,180000,25000,Petrol,Individual,Manual,Second Owner,16.0,796.0,34.0,59.0,5.0
3856,Maruti Ritz LXi,2015,300000,80000,Petrol,Individual,Manual,Second Owner,18.0,1197.0,85.0,114.0,5.0
3857,Maruti Ritz VDi,2015,350000,90000,Diesel,Individual,Manual,First Owner,23.0,1248.0,73.0,190.0,5.0
3858,Maruti Ritz VXi,2015,350000,58500,Petrol,Individual,Manual,First Owner,18.0,1197.0,85.0,114.0,5.0
3859,Maruti Swift Dzire LDI,2015,370000,170000,Diesel,Individual,Manual,First Owner,26.0,1248.0,74.0,190.0,5.0
3860,Maruti Swift Dzire LDI,2015,420000,115000,Diesel,Individual,Manual,Second Owner,26.0,1248.0,74.0,190.0,5.0
3861,Maruti Swift Dzire LDI,2015,330000,140000,Diesel,Individual,Manual,Second Owner,26.0,1248.0,74.0,190.0,5.0
3862,Maruti Swift Dzire LDI Optional,2015,459999,80000,Diesel,Individual,Manual,First Owner,26.0,1248.0,74.0,190.0,5.0
3863,Maruti Swift Dzire LDI Optional,2015,470000,70000,Diesel,Individual,Manual,Second Owner,26.0,1248.0,74.0,190.0,5.0
